SEANCE;CODE_INDICE;LIB_INDICE;INDICE_JOUR    ;INDICE_VEILLE;VARIATION_VEILLE;INDICE_PLUS_HAUT;INDICE_PLUS_BAS
02/04/2025   ;905017    ;INDUSTRIES        ;1816.558            ;1817.160            ;-0.033              ;1868.457            ;1796.376            
02/04/2025   ;905018    ;BATIM MATE CONSTRU;792.629             ;789.696             ;0.371               ;838.631             ;789.344             
02/04/2025   ;905020    ;MATERIAUX DE BASE ;5869.726            ;5886.605            ;-0.287              ;5913.006            ;5047.171            
02/04/2025   ;905028    ;TUNINDEX20        ;4903.231            ;4897.722            ;0.112               ;4903.231            ;4334.940            
03/04/2025   ;905001    ;TUNINDEX          ;10996.714           ;10984.097           ;0.115               ;10996.714           ;9852.655            
03/04/2025   ;905002    ;STES FINANCIERES  ;8323.680            ;8290.870            ;0.396               ;8323.680            ;7422.694            
03/04/2025   ;905003    ;BANQUES           ;7756.817            ;7727.827            ;0.375               ;7756.817            ;6882.489            
03/04/2025   ;905004    ;ASSURANCES        ;15987.058           ;15943.539           ;0.273               ;16154.137           ;14456.087           
03/04/2025   ;905005    ;SERVICES FINANCIER;13601.794           ;13484.228           ;0.872               ;13612.278           ;12379.626           
03/04/2025   ;905008    ;SERVICES AUX CONSO;3486.750            ;3493.679            ;-0.198              ;3493.679            ;3132.261            
03/04/2025   ;905009    ;DISTRIBUTION      ;5493.360            ;5504.276            ;-0.198              ;5504.276            ;4934.863            
03/04/2025   ;905013    ;BIENS CONSOMMATION;9209.523            ;9242.513            ;-0.357              ;9242.513            ;7913.264            
03/04/2025   ;905015    ;AGROALIMENT BOISSO;11177.840           ;11210.576           ;-0.292              ;11210.576           ;9640.095            
03/04/2025   ;905016    ;PROD MENAGER SOIN ;3067.713            ;3084.816            ;-0.554              ;3117.203            ;2595.754            
03/04/2025   ;905017    ;INDUSTRIES        ;1811.395            ;1816.558            ;-0.284              ;1868.457            ;1796.376            
03/04/2025   ;905018    ;BATIM MATE CONSTRU;786.263             ;792.629             ;-0.803              ;838.631             ;786.263             
03/04/2025   ;905020    ;MATERIAUX DE BASE ;5874.470            ;5869.726            ;0.081               ;5913.006            ;5047.171            
03/04/2025   ;905028    ;TUNINDEX20        ;4911.884            ;4903.231            ;0.176               ;4911.884            ;4334.940            
04/04/2025   ;905001    ;TUNINDEX          ;11010.489           ;10996.714           ;0.125               ;11010.489           ;9852.655            
04/04/2025   ;905002    ;STES FINANCIERES  ;8335.301            ;8323.680            ;0.140               ;8335.301            ;7422.694            
04/04/2025   ;905003    ;BANQUES           ;7768.742            ;7756.817            ;0.154               ;7768.742            ;6882.489            
04/04/2025   ;905004    ;ASSURANCES        ;15935.894           ;15987.058           ;-0.320              ;16154.137           ;14456.087           
04/04/2025   ;905005    ;SERVICES FINANCIER;13651.737           ;13601.794           ;0.367               ;13651.737           ;12379.626           
04/04/2025   ;905008    ;SERVICES AUX CONSO;3490.388            ;3486.750            ;0.104               ;3493.679            ;3132.261            
04/04/2025   ;905009    ;DISTRIBUTION      ;5499.091            ;5493.360            ;0.104               ;5504.276            ;4934.863            
04/04/2025   ;905013    ;BIENS CONSOMMATION;9219.410            ;9209.523            ;0.107               ;9242.513            ;7913.264            
04/04/2025   ;905015    ;AGROALIMENT BOISSO;11207.103           ;11177.840           ;0.262               ;11210.576           ;9640.095            
04/04/2025   ;905016    ;PROD MENAGER SOIN ;3056.554            ;3067.713            ;-0.364              ;3117.203            ;2595.754            
04/04/2025   ;905017    ;INDUSTRIES        ;1810.166            ;1811.395            ;-0.068              ;1868.457            ;1796.376            
04/04/2025   ;905018    ;BATIM MATE CONSTRU;785.242             ;786.263             ;-0.130              ;838.631             ;785.242             
04/04/2025   ;905020    ;MATERIAUX DE BASE ;5981.174            ;5874.470            ;1.816               ;5981.174            ;5047.171            
04/04/2025   ;905028    ;TUNINDEX20        ;4920.157            ;4911.884            ;0.168               ;4920.157            ;4334.940            
07/04/2025   ;905001    ;TUNINDEX          ;10956.806           ;11010.489           ;-0.488              ;11010.489           ;9852.655            
07/04/2025   ;905002    ;STES FINANCIERES  ;8280.972            ;8335.301            ;-0.652              ;8335.301            ;7422.694            
07/04/2025   ;905003    ;BANQUES           ;7715.971            ;7768.742            ;-0.679              ;7768.742            ;6882.489            
07/04/2025   ;905004    ;ASSURANCES        ;15975.324           ;15935.894           ;0.247               ;16154.137           ;14456.087           
07/04/2025   ;905005    ;SERVICES FINANCIER;13502.364           ;13651.737           ;-1.094              ;13651.737           ;12379.626           
07/04/2025   ;905008    ;SERVICES AUX CONSO;3466.396            ;3490.388            ;-0.687              ;3493.679            ;3132.261            
07/04/2025   ;905009    ;DISTRIBUTION      ;5461.293            ;5499.091            ;-0.687              ;5504.276            ;4934.863            
07/04/2025   ;905013    ;BIENS CONSOMMATION;9209.955            ;9219.410            ;-0.103              ;9242.513            ;7913.264            
07/04/2025   ;905015    ;AGROALIMENT BOISSO;11225.226           ;11207.103           ;0.162               ;11225.226           ;9640.095            
07/04/2025   ;905016    ;PROD MENAGER SOIN ;3028.626            ;3056.554            ;-0.914              ;3117.203            ;2595.754            
07/04/2025   ;905017    ;INDUSTRIES        ;1806.167            ;1810.166            ;-0.221              ;1868.457            ;1796.376            
07/04/2025   ;905018    ;BATIM MATE CONSTRU;782.522             ;785.242             ;-0.346              ;838.631             ;782.522             
07/04/2025   ;905020    ;MATERIAUX DE BASE ;5918.365            ;5981.174            ;-1.050              ;5981.174            ;5047.171            
07/04/2025   ;905028    ;TUNINDEX20        ;4897.156            ;4920.157            ;-0.467              ;4920.157            ;4334.940            
08/04/2025   ;905001    ;TUNINDEX          ;10998.215           ;10956.806           ;0.378               ;11010.489           ;9852.655            
08/04/2025   ;905002    ;STES FINANCIERES  ;8305.758            ;8280.972            ;0.299               ;8335.301            ;7422.694            
08/04/2025   ;905003    ;BANQUES           ;7739.374            ;7715.971            ;0.303               ;7768.742            ;6882.489            
08/04/2025   ;905004    ;ASSURANCES        ;15983.646           ;15975.324           ;0.052               ;16154.137           ;14456.087           
08/04/2025   ;905005    ;SERVICES FINANCIER;13567.881           ;13502.364           ;0.485               ;13651.737           ;12379.626           
08/04/2025   ;905008    ;SERVICES AUX CONSO;3490.682            ;3466.396            ;0.701               ;3493.679            ;3132.261            
08/04/2025   ;905009    ;DISTRIBUTION      ;5499.555            ;5461.293            ;0.701               ;5504.276            ;4934.863            
08/04/2025   ;905013    ;BIENS CONSOMMATION;9301.551            ;9209.955            ;0.995               ;9301.551            ;7913.264            
08/04/2025   ;905015    ;AGROALIMENT BOISSO;11374.318           ;11225.226           ;1.328               ;11374.318           ;9640.095            
08/04/2025   ;905016    ;PROD MENAGER SOIN ;3027.392            ;3028.626            ;-0.041              ;3117.203            ;2595.754            
08/04/2025   ;905017    ;INDUSTRIES        ;1794.207            ;1806.167            ;-0.662              ;1868.457            ;1794.207            
08/04/2025   ;905018    ;BATIM MATE CONSTRU;776.185             ;782.522             ;-0.810              ;838.631             ;776.185             
08/04/2025   ;905020    ;MATERIAUX DE BASE ;5975.533            ;5918.365            ;0.966               ;5981.174            ;5047.171            
08/04/2025   ;905028    ;TUNINDEX20        ;4918.767            ;4897.156            ;0.441               ;4920.157            ;4334.940            
10/04/2025   ;905001    ;TUNINDEX          ;11021.340           ;10998.215           ;0.210               ;11021.340           ;9852.655            
10/04/2025   ;905002    ;STES FINANCIERES  ;8325.130            ;8305.758            ;0.233               ;8335.301            ;7422.694            
10/04/2025   ;905003    ;BANQUES           ;7751.307            ;7739.374            ;0.154               ;7768.742            ;6882.489            
10/04/2025   ;905004    ;ASSURANCES        ;15954.601           ;15983.646           ;-0.182              ;16154.137           ;14456.087           
10/04/2025   ;905005    ;SERVICES FINANCIER;13835.437           ;13567.881           ;1.972               ;13835.437           ;12379.626           
10/04/2025   ;905008    ;SERVICES AUX CONSO;3501.677            ;3490.682            ;0.315               ;3501.677            ;3132.261            
10/04/2025   ;905009    ;DISTRIBUTION      ;5516.877            ;5499.555            ;0.315               ;5516.877            ;4934.863            
10/04/2025   ;905013    ;BIENS CONSOMMATION;9355.362            ;9301.551            ;0.579               ;9355.362            ;7913.264            
10/04/2025   ;905015    ;AGROALIMENT BOISSO;11470.443           ;11374.318           ;0.845               ;11470.443           ;9640.095            
10/04/2025   ;905016    ;PROD MENAGER SOIN ;3019.523            ;3027.392            ;-0.260              ;3117.203            ;2595.754            
10/04/2025   ;905017    ;INDUSTRIES        ;1784.939            ;1794.207            ;-0.517              ;1868.457            ;1784.939            
10/04/2025   ;905018    ;BATIM MATE CONSTRU;769.732             ;776.185             ;-0.831              ;838.631             ;769.732             
10/04/2025   ;905020    ;MATERIAUX DE BASE ;5984.886            ;5975.533            ;0.157               ;5984.886            ;5047.171            
10/04/2025   ;905028    ;TUNINDEX20        ;4932.678            ;4918.767            ;0.283               ;4932.678            ;4334.940            
11/04/2025   ;905001    ;TUNINDEX          ;11023.236           ;11021.340           ;0.017               ;11023.236           ;9852.655            
11/04/2025   ;905002    ;STES FINANCIERES  ;8306.503            ;8325.130            ;-0.224              ;8335.301            ;7422.694            
11/04/2025   ;905003    ;BANQUES           ;7731.751            ;7751.307            ;-0.252              ;7768.742            ;6882.489            
11/04/2025   ;905004    ;ASSURANCES        ;15976.385           ;15954.601           ;0.137               ;16154.137           ;14456.087           
11/04/2025   ;905005    ;SERVICES FINANCIER;13819.400           ;13835.437           ;-0.116              ;13835.437           ;12379.626           
11/04/2025   ;905008    ;SERVICES AUX CONSO;3514.694            ;3501.677            ;0.372               ;3514.694            ;3132.261            
11/04/2025   ;905009    ;DISTRIBUTION      ;5537.385            ;5516.877            ;0.372               ;5537.385            ;4934.863            
11/04/2025   ;905013    ;BIENS CONSOMMATION;9426.033            ;9355.362            ;0.755               ;9426.033            ;7913.264            
11/04/2025   ;905015    ;AGROALIMENT BOISSO;11564.389           ;11470.443           ;0.819               ;11564.389           ;9640.095            
11/04/2025   ;905016    ;PROD MENAGER SOIN ;3036.222            ;3019.523            ;0.553               ;3117.203            ;2595.754            
11/04/2025   ;905017    ;INDUSTRIES        ;1775.542            ;1784.939            ;-0.526              ;1868.457            ;1775.542            
11/04/2025   ;905018    ;BATIM MATE CONSTRU;766.079             ;769.732             ;-0.475              ;838.631             ;766.079             
11/04/2025   ;905020    ;MATERIAUX DE BASE ;6042.513            ;5984.886            ;0.963               ;6042.513            ;5047.171            
11/04/2025   ;905028    ;TUNINDEX20        ;4931.169            ;4932.678            ;-0.031              ;4932.678            ;4334.940            
14/04/2025   ;905001    ;TUNINDEX          ;10985.454           ;11023.236           ;-0.343              ;11023.236           ;9852.655            
14/04/2025   ;905002    ;STES FINANCIERES  ;8283.335            ;8306.503            ;-0.279              ;8335.301            ;7422.694            
14/04/2025   ;905003    ;BANQUES           ;7715.314            ;7731.751            ;-0.213              ;7768.742            ;6882.489            
14/04/2025   ;905004    ;ASSURANCES        ;15903.494           ;15976.385           ;-0.456              ;16154.137           ;14456.087           
14/04/2025   ;905005    ;SERVICES FINANCIER;13655.627           ;13819.400           ;-1.185              ;13835.437           ;12379.626           
14/04/2025   ;905008    ;SERVICES AUX CONSO;3495.859            ;3514.694            ;-0.536              ;3514.694            ;3132.261            
14/04/2025   ;905009    ;DISTRIBUTION      ;5507.710            ;5537.385            ;-0.536              ;5537.385            ;4934.863            
14/04/2025   ;905013    ;BIENS CONSOMMATION;9335.761            ;9426.033            ;-0.958              ;9426.033            ;7913.264            
14/04/2025   ;905015    ;AGROALIMENT BOISSO;11432.557           ;11564.389           ;-1.140              ;11564.389           ;9640.095            
14/04/2025   ;905016    ;PROD MENAGER SOIN ;3024.793            ;3036.222            ;-0.376              ;3117.203            ;2595.754            
14/04/2025   ;905017    ;INDUSTRIES        ;1779.674            ;1775.542            ;0.233               ;1868.457            ;1775.542            
14/04/2025   ;905018    ;BATIM MATE CONSTRU;772.302             ;766.079             ;0.812               ;838.631             ;766.079             
14/04/2025   ;905020    ;MATERIAUX DE BASE ;6128.207            ;6042.513            ;1.418               ;6128.207            ;5047.171            
14/04/2025   ;905028    ;TUNINDEX20        ;4916.960            ;4931.169            ;-0.288              ;4932.678            ;4334.940            
15/04/2025   ;905001    ;TUNINDEX          ;11028.743           ;10985.454           ;0.394               ;11028.743           ;9852.655            
15/04/2025   ;905002    ;STES FINANCIERES  ;8316.198            ;8283.335            ;0.397               ;8335.301            ;7422.694            
15/04/2025   ;905003    ;BANQUES           ;7745.286            ;7715.314            ;0.388               ;7768.742            ;6882.489            
15/04/2025   ;905004    ;ASSURANCES        ;15907.180           ;15903.494           ;0.023               ;16154.137           ;14456.087           
15/04/2025   ;905005    ;SERVICES FINANCIER;13779.765           ;13655.627           ;0.909               ;13835.437           ;12379.626           
15/04/2025   ;905008    ;SERVICES AUX CONSO;3526.895            ;3495.859            ;0.888               ;3526.895            ;3132.261            
15/04/2025   ;905009    ;DISTRIBUTION      ;5556.608            ;5507.710            ;0.888               ;5556.608            ;4934.863            
15/04/2025   ;905013    ;BIENS CONSOMMATION;9368.267            ;9335.761            ;0.348               ;9426.033            ;7913.264            
15/04/2025   ;905015    ;AGROALIMENT BOISSO;11482.559           ;11432.557           ;0.437               ;11564.389           ;9640.095            
15/04/2025   ;905016    ;PROD MENAGER SOIN ;3026.790            ;3024.793            ;0.066               ;3117.203            ;2595.754            
15/04/2025   ;905017    ;INDUSTRIES        ;1779.946            ;1779.674            ;0.015               ;1868.457            ;1775.542            
15/04/2025   ;905018    ;BATIM MATE CONSTRU;769.142             ;772.302             ;-0.409              ;838.631             ;766.079             
15/04/2025   ;905020    ;MATERIAUX DE BASE ;6168.808            ;6128.207            ;0.663               ;6168.808            ;5047.171            
15/04/2025   ;905028    ;TUNINDEX20        ;4928.432            ;4916.960            ;0.233               ;4932.678            ;4334.940            
16/04/2025   ;905001    ;TUNINDEX          ;11104.861           ;11028.743           ;0.690               ;11104.861           ;9852.655            
16/04/2025   ;905002    ;STES FINANCIERES  ;8352.658            ;8316.198            ;0.438               ;8352.658            ;7422.694            
16/04/2025   ;905003    ;BANQUES           ;7781.284            ;7745.286            ;0.465               ;7781.284            ;6882.489            
16/04/2025   ;905004    ;ASSURANCES        ;15986.453           ;15907.180           ;0.498               ;16154.137           ;14456.087           
16/04/2025   ;905005    ;SERVICES FINANCIER;13772.361           ;13779.765           ;-0.054              ;13835.437           ;12379.626           
16/04/2025   ;905008    ;SERVICES AUX CONSO;3533.905            ;3526.895            ;0.199               ;3533.905            ;3132.261            
16/04/2025   ;905009    ;DISTRIBUTION      ;5567.651            ;5556.608            ;0.199               ;5567.651            ;4934.863            
16/04/2025   ;905013    ;BIENS CONSOMMATION;9473.517            ;9368.267            ;1.123               ;9473.517            ;7913.264            
16/04/2025   ;905015    ;AGROALIMENT BOISSO;11623.395           ;11482.559           ;1.227               ;11623.395           ;9640.095            
16/04/2025   ;905016    ;PROD MENAGER SOIN ;3050.890            ;3026.790            ;0.796               ;3117.203            ;2595.754            
16/04/2025   ;905017    ;INDUSTRIES        ;1807.755            ;1779.946            ;1.562               ;1868.457            ;1775.542            
16/04/2025   ;905018    ;BATIM MATE CONSTRU;793.374             ;769.142             ;3.151               ;838.631             ;766.079             
16/04/2025   ;905020    ;MATERIAUX DE BASE ;6224.518            ;6168.808            ;0.903               ;6224.518            ;5047.171            
16/04/2025   ;905028    ;TUNINDEX20        ;4972.541            ;4928.432            ;0.895               ;4972.541            ;4334.940            
17/04/2025   ;905001    ;TUNINDEX          ;11107.250           ;11104.861           ;0.022               ;11107.250           ;9852.655            
17/04/2025   ;905002    ;STES FINANCIERES  ;8364.882            ;8352.658            ;0.146               ;8364.882            ;7422.694            
17/04/2025   ;905003    ;BANQUES           ;7797.024            ;7781.284            ;0.202               ;7797.024            ;6882.489            
17/04/2025   ;905004    ;ASSURANCES        ;16009.507           ;15986.453           ;0.144               ;16154.137           ;14456.087           
17/04/2025   ;905005    ;SERVICES FINANCIER;13665.760           ;13772.361           ;-0.774              ;13835.437           ;12379.626           
17/04/2025   ;905008    ;SERVICES AUX CONSO;3521.981            ;3533.905            ;-0.337              ;3533.905            ;3132.261            
17/04/2025   ;905009    ;DISTRIBUTION      ;5548.865            ;5567.651            ;-0.337              ;5567.651            ;4934.863            
17/04/2025   ;905013    ;BIENS CONSOMMATION;9542.476            ;9473.517            ;0.728               ;9542.476            ;7913.264            
17/04/2025   ;905015    ;AGROALIMENT BOISSO;11712.841           ;11623.395           ;0.770               ;11712.841           ;9640.095            
17/04/2025   ;905016    ;PROD MENAGER SOIN ;3069.047            ;3050.890            ;0.595               ;3117.203            ;2595.754            
17/04/2025   ;905017    ;INDUSTRIES        ;1769.480            ;1807.755            ;-2.117              ;1868.457            ;1769.480            
17/04/2025   ;905018    ;BATIM MATE CONSTRU;770.399             ;793.374             ;-2.896              ;838.631             ;766.079             
17/04/2025   ;905020    ;MATERIAUX DE BASE ;6237.470            ;6224.518            ;0.208               ;6237.470            ;5047.171            
17/04/2025   ;905028    ;TUNINDEX20        ;4977.815            ;4972.541            ;0.106               ;4977.815            ;4334.940            
18/04/2025   ;905001    ;TUNINDEX          ;11059.554           ;11107.250           ;-0.429              ;11107.250           ;9852.655            
18/04/2025   ;905002    ;STES FINANCIERES  ;8319.932            ;8364.882            ;-0.537              ;8364.882            ;7422.694            
18/04/2025   ;905003    ;BANQUES           ;7749.682            ;7797.024            ;-0.607              ;7797.024            ;6882.489            
18/04/2025   ;905004    ;ASSURANCES        ;16037.418           ;16009.507           ;0.174               ;16154.137           ;14456.087           
18/04/2025   ;905005    ;SERVICES FINANCIER;13653.557           ;13665.760           ;-0.089              ;13835.437           ;12379.626           
18/04/2025   ;905008    ;SERVICES AUX CONSO;3518.513            ;3521.981            ;-0.098              ;3533.905            ;3132.261            
18/04/2025   ;905009    ;DISTRIBUTION      ;5543.401            ;5548.865            ;-0.098              ;5567.651            ;4934.863            
18/04/2025   ;905013    ;BIENS CONSOMMATION;9495.513            ;9542.476            ;-0.492              ;9542.476            ;7913.264            
18/04/2025   ;905015    ;AGROALIMENT BOISSO;11644.886           ;11712.841           ;-0.580              ;11712.841           ;9640.095            
18/04/2025   ;905016    ;PROD MENAGER SOIN ;3062.575            ;3069.047            ;-0.211              ;3117.203            ;2595.754            
18/04/2025   ;905017    ;INDUSTRIES        ;1777.699            ;1769.480            ;0.464               ;1868.457            ;1769.480            
18/04/2025   ;905018    ;BATIM MATE CONSTRU;765.403             ;770.399             ;-0.649              ;838.631             ;765.403             
18/04/2025   ;905020    ;MATERIAUX DE BASE ;6114.945            ;6237.470            ;-1.964              ;6237.470            ;5047.171            
18/04/2025   ;905028    ;TUNINDEX20        ;4957.570            ;4977.815            ;-0.407              ;4977.815            ;4334.940            
21/04/2025   ;905001    ;TUNINDEX          ;11047.710           ;11059.554           ;-0.107              ;11107.250           ;9852.655            
21/04/2025   ;905002    ;STES FINANCIERES  ;8288.610            ;8319.932            ;-0.376              ;8364.882            ;7422.694            
21/04/2025   ;905003    ;BANQUES           ;7711.750            ;7749.682            ;-0.489              ;7797.024            ;6882.489            
21/04/2025   ;905004    ;ASSURANCES        ;16104.445           ;16037.418           ;0.418               ;16154.137           ;14456.087           
21/04/2025   ;905005    ;SERVICES FINANCIER;13749.597           ;13653.557           ;0.703               ;13835.437           ;12379.626           
21/04/2025   ;905008    ;SERVICES AUX CONSO;3529.473            ;3518.513            ;0.311               ;3533.905            ;3132.261            
21/04/2025   ;905009    ;DISTRIBUTION      ;5560.669            ;5543.401            ;0.311               ;5567.651            ;4934.863            
21/04/2025   ;905013    ;BIENS CONSOMMATION;9510.803            ;9495.513            ;0.161               ;9542.476            ;7913.264            
21/04/2025   ;905015    ;AGROALIMENT BOISSO;11678.585           ;11644.886           ;0.289               ;11712.841           ;9640.095            
21/04/2025   ;905016    ;PROD MENAGER SOIN ;3054.993            ;3062.575            ;-0.248              ;3117.203            ;2595.754            
21/04/2025   ;905017    ;INDUSTRIES        ;1791.185            ;1777.699            ;0.759               ;1868.457            ;1769.480            
21/04/2025   ;905018    ;BATIM MATE CONSTRU;766.290             ;765.403             ;0.116               ;838.631             ;765.403             
21/04/2025   ;905020    ;MATERIAUX DE BASE ;6121.968            ;6114.945            ;0.115               ;6237.470            ;5047.171            
21/04/2025   ;905028    ;TUNINDEX20        ;4949.650            ;4957.570            ;-0.160              ;4977.815            ;4334.940            
22/04/2025   ;905001    ;TUNINDEX          ;11093.311           ;11047.710           ;0.413               ;11107.250           ;9852.655            
22/04/2025   ;905002    ;STES FINANCIERES  ;8309.436            ;8288.610            ;0.251               ;8364.882            ;7422.694            
22/04/2025   ;905003    ;BANQUES           ;7733.497            ;7711.750            ;0.282               ;7797.024            ;6882.489            
22/04/2025   ;905004    ;ASSURANCES        ;16127.204           ;16104.445           ;0.141               ;16154.137           ;14456.087           
22/04/2025   ;905005    ;SERVICES FINANCIER;13729.547           ;13749.597           ;-0.146              ;13835.437           ;12379.626           
22/04/2025   ;905008    ;SERVICES AUX CONSO;3532.201            ;3529.473            ;0.077               ;3533.905            ;3132.261            
22/04/2025   ;905009    ;DISTRIBUTION      ;5564.967            ;5560.669            ;0.077               ;5567.651            ;4934.863            
22/04/2025   ;905013    ;BIENS CONSOMMATION;9577.797            ;9510.803            ;0.704               ;9577.797            ;7913.264            
22/04/2025   ;905015    ;AGROALIMENT BOISSO;11771.795           ;11678.585           ;0.798               ;11771.795           ;9640.095            
22/04/2025   ;905016    ;PROD MENAGER SOIN ;3067.348            ;3054.993            ;0.404               ;3117.203            ;2595.754            
22/04/2025   ;905017    ;INDUSTRIES        ;1807.528            ;1791.185            ;0.912               ;1868.457            ;1769.480            
22/04/2025   ;905018    ;BATIM MATE CONSTRU;774.174             ;766.290             ;1.029               ;838.631             ;765.403             
22/04/2025   ;905020    ;MATERIAUX DE BASE ;6162.193            ;6121.968            ;0.657               ;6237.470            ;5047.171            
22/04/2025   ;905028    ;TUNINDEX20        ;4975.985            ;4949.650            ;0.532               ;4977.815            ;4334.940            
23/04/2025   ;905001    ;TUNINDEX          ;11168.057           ;11093.311           ;0.674               ;11168.057           ;9852.655            
23/04/2025   ;905002    ;STES FINANCIERES  ;8341.615            ;8309.436            ;0.387               ;8364.882            ;7422.694            
23/04/2025   ;905003    ;BANQUES           ;7766.572            ;7733.497            ;0.428               ;7797.024            ;6882.489            
23/04/2025   ;905004    ;ASSURANCES        ;16128.119           ;16127.204           ;0.006               ;16154.137           ;14456.087           
23/04/2025   ;905005    ;SERVICES FINANCIER;13744.130           ;13729.547           ;0.106               ;13835.437           ;12379.626           
23/04/2025   ;905008    ;SERVICES AUX CONSO;3568.325            ;3532.201            ;1.023               ;3568.325            ;3132.261            
23/04/2025   ;905009    ;DISTRIBUTION      ;5621.880            ;5564.967            ;1.023               ;5621.880            ;4934.863            
23/04/2025   ;905013    ;BIENS CONSOMMATION;9696.733            ;9577.797            ;1.242               ;9696.733            ;7913.264            
23/04/2025   ;905015    ;AGROALIMENT BOISSO;11900.165           ;11771.795           ;1.090               ;11900.165           ;9640.095            
23/04/2025   ;905016    ;PROD MENAGER SOIN ;3120.349            ;3067.348            ;1.728               ;3120.349            ;2595.754            
23/04/2025   ;905017    ;INDUSTRIES        ;1824.555            ;1807.528            ;0.942               ;1868.457            ;1769.480            
23/04/2025   ;905018    ;BATIM MATE CONSTRU;784.530             ;774.174             ;1.338               ;838.631             ;765.403             
23/04/2025   ;905020    ;MATERIAUX DE BASE ;6185.929            ;6162.193            ;0.385               ;6237.470            ;5047.171            
23/04/2025   ;905028    ;TUNINDEX20        ;5015.110            ;4975.985            ;0.786               ;5015.110            ;4334.940            
24/04/2025   ;905001    ;TUNINDEX          ;11184.559           ;11168.057           ;0.148               ;11184.559           ;9852.655            
24/04/2025   ;905002    ;STES FINANCIERES  ;8385.262            ;8341.615            ;0.523               ;8385.262            ;7422.694            
24/04/2025   ;905003    ;BANQUES           ;7819.477            ;7766.572            ;0.681               ;7819.477            ;6882.489            
24/04/2025   ;905004    ;ASSURANCES        ;15929.670           ;16128.119           ;-1.230              ;16154.137           ;14456.087           
24/04/2025   ;905005    ;SERVICES FINANCIER;13700.878           ;13744.130           ;-0.315              ;13835.437           ;12379.626           
24/04/2025   ;905008    ;SERVICES AUX CONSO;3576.789            ;3568.325            ;0.237               ;3576.789            ;3132.261            
24/04/2025   ;905009    ;DISTRIBUTION      ;5635.215            ;5621.880            ;0.237               ;5635.215            ;4934.863            
24/04/2025   ;905013    ;BIENS CONSOMMATION;9626.928            ;9696.733            ;-0.720              ;9696.733            ;7913.264            
24/04/2025   ;905015    ;AGROALIMENT BOISSO;11775.653           ;11900.165           ;-1.046              ;11900.165           ;9640.095            
24/04/2025   ;905016    ;PROD MENAGER SOIN ;3130.405            ;3120.349            ;0.322               ;3130.405            ;2595.754            
24/04/2025   ;905017    ;INDUSTRIES        ;1825.603            ;1824.555            ;0.057               ;1868.457            ;1769.480            
24/04/2025   ;905018    ;BATIM MATE CONSTRU;773.878             ;784.530             ;-1.358              ;838.631             ;765.403             
24/04/2025   ;905020    ;MATERIAUX DE BASE ;6231.322            ;6185.929            ;0.734               ;6237.470            ;5047.171            
24/04/2025   ;905028    ;TUNINDEX20        ;5027.197            ;5015.110            ;0.241               ;5027.197            ;4334.940            
25/04/2025   ;905001    ;TUNINDEX          ;11179.347           ;11184.559           ;-0.047              ;11184.559           ;9852.655            
25/04/2025   ;905002    ;STES FINANCIERES  ;8391.162            ;8385.262            ;0.070               ;8391.162            ;7422.694            
25/04/2025   ;905003    ;BANQUES           ;7826.237            ;7819.477            ;0.086               ;7826.237            ;6882.489            
25/04/2025   ;905004    ;ASSURANCES        ;15986.308           ;15929.670           ;0.356               ;16154.137           ;14456.087           
25/04/2025   ;905005    ;SERVICES FINANCIER;13633.573           ;13700.878           ;-0.491              ;13835.437           ;12379.626           
25/04/2025   ;905008    ;SERVICES AUX CONSO;3568.297            ;3576.789            ;-0.237              ;3576.789            ;3132.261            
25/04/2025   ;905009    ;DISTRIBUTION      ;5621.836            ;5635.215            ;-0.237              ;5635.215            ;4934.863            
25/04/2025   ;905013    ;BIENS CONSOMMATION;9630.320            ;9626.928            ;0.035               ;9696.733            ;7913.264            
25/04/2025   ;905015    ;AGROALIMENT BOISSO;11789.915           ;11775.653           ;0.121               ;11900.165           ;9640.095            
25/04/2025   ;905016    ;PROD MENAGER SOIN ;3123.042            ;3130.405            ;-0.235              ;3130.405            ;2595.754            
25/04/2025   ;905017    ;INDUSTRIES        ;1811.463            ;1825.603            ;-0.775              ;1868.457            ;1769.480            
25/04/2025   ;905018    ;BATIM MATE CONSTRU;768.797             ;773.878             ;-0.657              ;838.631             ;765.403             
25/04/2025   ;905020    ;MATERIAUX DE BASE ;6200.621            ;6231.322            ;-0.493              ;6237.470            ;5047.171            
25/04/2025   ;905028    ;TUNINDEX20        ;5025.751            ;5027.197            ;-0.029              ;5027.197            ;4334.940            
28/04/2025   ;905001    ;TUNINDEX          ;11182.286           ;11179.347           ;0.026               ;11184.559           ;9852.655            
28/04/2025   ;905002    ;STES FINANCIERES  ;8391.827            ;8391.162            ;0.008               ;8391.827            ;7422.694            
28/04/2025   ;905003    ;BANQUES           ;7823.333            ;7826.237            ;-0.037              ;7826.237            ;6882.489            
28/04/2025   ;905004    ;ASSURANCES        ;16022.544           ;15986.308           ;0.227               ;16154.137           ;14456.087           
28/04/2025   ;905005    ;SERVICES FINANCIER;13709.492           ;13633.573           ;0.557               ;13835.437           ;12379.626           
28/04/2025   ;905008    ;SERVICES AUX CONSO;3584.994            ;3568.297            ;0.468               ;3584.994            ;3132.261            
28/04/2025   ;905009    ;DISTRIBUTION      ;5648.142            ;5621.836            ;0.468               ;5648.142            ;4934.863            
